N_intento	Edad	Género	Movimientos
3	35	F	3,25,146,1837
3	35	F	23,5,146,1393
3	35	F	123,5,46,436
3	35	F	123,45,6,536
3	35	F	23,45,16,931
3	35	F	3,245,16,1200
3	35	F	3,1245,6,1124
3	35	F	,1245,36,1902
3	35	F	1,245,36,1174
3	35	F	,1245,36,587
3	35	F	,1245,36,893
3	35	F	1,245,36,562
3	35	F	,1245,36,879
3	35	F	3,1245,6,575
3	35	F	3,1245,6,932
3	35	F	3,245,16,2952
3	35	F	23,45,16,793
3	35	F	123,45,6,842
3	35	F	123,5,46,894
3	35	F	23,15,46,588
3	35	F	3,15,246,3153
3	35	F	3,5,1246,755
3	35	F	,35,1246,1071
3	35	F	1,35,246,1252
3	35	F	1,235,46,843
3	35	F	,1235,46,1204
3	35	F	4,1235,6,536
3	35	F	4,235,16,664
3	35	F	24,35,16,499
3	35	F	124,35,6,484
3	35	F	124,5,36,1250
3	35	F	24,15,36,728
3	35	F	24,5,136,524
3	35	F	4,25,136,1456
3	35	F	4,125,36,549
3	35	F	34,125,6,562
3	35	F	34,25,16,472
3	35	F	234,5,16,476
3	35	F	234,5,16,651
3	35	F	234,15,6,574
3	35	F	1234,5,6,982
3	35	F	1234,,56,1035
3	35	F	1234,,56,768
3	35	F	234,1,56,817
3	35	F	34,1,256,2423
3	35	F	34,1,256,739
3	35	F	34,,1256,564
3	35	F	34,,1256,218
3	35	F	4,3,1256,919
3	35	F	14,3,256,612
3	35	F	14,3,256,127
3	35	F	14,23,56,1190
3	35	F	4,123,56,870
3	35	F	,123,456,1124
3	35	F	,123,456,321
3	35	F	,23,1456,1061
3	35	F	2,3,1456,690
3	35	F	12,3,456,1175
3	35	F	12,,3456,997
3	35	F	2,1,3456,1583
3	35	F	,1,23456,1493
4	35	F	123456,,,1314
1	21	F	123456,,,1255
1	21	F	123456,,,58
1	21	F	123456,,,109
1	21	F	123456,,,16
1	21	F	123456,,,70
1	21	F	23456,1,,2627
1	21	F	3456,1,2,1626
1	21	F	3456,1,2,1297
1	21	F	3456,1,2,1113
1	21	F	3456,1,2,569
1	21	F	3456,1,2,210
1	21	F	23456,1,,759
1	21	F	23456,1,,764
1	21	F	123456,,,1122
1	21	F	23456,,1,1716
1	21	F	3456,2,1,883
1	21	F	13456,2,,1182
1	21	F	3456,12,,687
1	21	F	456,12,3,957
1	21	F	456,12,3,1561
1	21	F	1456,2,3,940
1	21	F	1456,,23,909
1	21	F	456,,123,2121
1	21	F	56,4,123,819
1	21	F	156,4,23,856
1	21	F	156,4,23,1032
1	21	F	156,4,23,1019
1	21	F	156,4,23,708
1	21	F	156,4,23,626
1	21	F	156,24,3,1149
1	21	F	56,124,3,705
1	21	F	356,124,,1063
1	21	F	356,124,,187
1	21	F	56,124,3,674
1	21	F	56,24,13,1452
1	21	F	256,4,13,901
1	21	F	1256,4,3,945
1	21	F	1256,4,3,734
1	21	F	1256,4,3,719
1	21	F	1256,34,,1132
1	21	F	256,34,1,1182
1	21	F	56,234,1,649
1	21	F	56,1234,,818
1	21	F	6,1234,5,920
1	21	F	6,234,15,766
1	21	F	6,234,15,479
1	21	F	26,34,15,636
1	21	F	126,34,5,833
1	21	F	126,4,35,605
1	21	F	26,14,35,573
1	21	F	6,14,235,949
1	21	F	6,4,1235,619
1	21	F	46,,1235,1031
1	21	F	6,4,1235,725
1	21	F	6,14,235,1459
1	21	F	26,14,35,2019
1	21	F	126,4,35,733
1	21	F	126,34,5,610
1	21	F	26,34,15,1101
1	21	F	6,234,15,757
1	21	F	6,1234,5,592
1	21	M	123456,,,30
1	21	F	6,1234,5,836
1	21	F	6,1234,5,737
1	21	M	123456,,,5
1	21	F	56,1234,,1023
1	21	M	123456,,,4
1	21	F	156,234,,630
1	21	F	156,34,2,1238
1	21	F	56,34,12,1126
1	21	F	356,4,12,611
1	21	F	356,14,2,579
1	21	M	123456,,,17
1	21	F	2356,14,,610
1	21	F	12356,4,,409
1	21	M	123456,,,5
1	21	M	123456,,,5
1	21	F	12356,,4,975
1	21	M	123456,,,4
1	21	M	123456,,,5
1	21	M	123456,,,4
1	21	F	2356,,14,1306
1	21	M	123456,,,3
1	21	F	356,2,14,650
1	21	M	123456,,,4
1	21	F	356,12,4,679
1	21	F	56,12,34,928
1	21	F	56,12,34,622
1	21	M	123456,,,5
1	21	F	156,2,34,648
1	21	F	156,,234,716
1	21	F	56,,1234,735
1	21	M	123456,,,4
1	21	M	123456,,,5
1	21	F	6,5,1234,2205
1	21	M	123456,,,4
1	21	F	16,5,234,1006
1	21	F	16,5,234,693
1	21	F	16,25,34,618
1	21	F	6,125,34,670
1	21	F	6,125,34,1120
1	21	F	6,125,34,716
1	21	F	16,25,34,1150
1	21	F	16,5,234,1064
1	21	F	6,5,1234,807
1	21	F	56,,1234,496
1	21	F	56,1,234,920
2	21	F	123456,,,793
2	21	F	23456,,1,3005
2	21	F	3456,2,1,842
2	21	F	3456,12,,667
2	21	F	456,12,3,873
2	21	F	456,2,13,600
2	21	F	456,2,13,317
2	21	F	456,2,13,488
2	21	F	2456,,13,608
2	21	F	12456,,3,960
2	21	F	12456,3,,858
2	21	F	12456,3,,664
2	21	F	2456,3,1,674
2	21	F	456,23,1,680
2	21	F	456,123,,533
2	21	F	56,123,4,821
2	21	F	56,123,4,3172
2	21	F	56,123,4,630
2	21	F	56,123,4,8
2	21	F	56,23,14,780
2	21	F	56,23,14,704
2	21	F	256,3,14,1062
2	21	F	1256,3,4,708
2	21	F	1256,,34,749
2	21	F	256,,134,707
2	21	F	56,2,134,646
2	21	F	56,12,34,619
2	21	F	56,12,34,608
2	21	F	156,2,34,572
2	21	F	156,,234,523
2	21	F	56,,1234,809
2	21	F	6,5,1234,438
2	21	F	6,15,234,914
2	21	F	6,15,234,565
2	21	F	6,15,234,3187
2	21	F	26,15,34,578
2	21	F	126,5,34,672
2	21	F	26,5,134,613
2	21	F	6,25,134,661
2	21	F	6,125,34,683
2	21	F	6,125,34,975
2	21	F	36,125,4,2871
2	21	F	36,125,4,629
2	21	F	36,125,4,1616
2	21	F	36,25,14,687
2	21	F	236,5,14,577
2	21	F	1236,5,4,696
2	21	F	1236,45,,615
2	21	F	236,45,1,905
2	21	F	36,245,1,748
2	21	F	36,1245,,548
2	21	F	6,1245,3,589
2	21	F	16,245,3,710
2	21	F	16,45,23,620
2	21	F	6,45,123,698
2	21	F	6,45,123,969
2	21	F	16,45,23,628
2	21	F	16,45,23,1884
2	21	F	16,245,3,601
2	21	F	6,1245,3,505
2	21	F	6,1245,3,688
2	21	F	16,245,3,536
2	21	F	16,245,3,787
2	21	F	16,45,23,503
2	21	F	6,145,23,356
2	21	F	6,45,123,623
2	21	F	46,5,123,610
2	21	F	146,5,23,1006
2	21	F	146,25,3,1113
2	21	F	46,125,3,668
2	21	F	346,125,,764
2	21	F	346,25,1,987
2	21	F	2346,5,1,922
2	21	F	12346,5,,561
2	21	F	2346,,15,979
2	21	F	2346,,15,356
2	21	F	346,2,15,691
2	21	F	346,12,5,582
2	21	F	46,12,35,821
2	21	F	46,12,35,171
2	21	F	46,2,135,781
2	21	F	246,,135,646
2	21	F	46,2,135,273
2	21	F	46,12,35,327
2	21	F	46,12,35,1374
2	21	F	146,2,35,459
2	21	F	146,2,35,536
2	21	F	146,,235,558
2	21	F	46,,1235,767
2	21	F	6,4,1235,607
2	21	F	16,4,235,1267
2	21	F	16,24,35,416
2	21	F	6,124,35,311
2	21	F	6,24,135,637
2	21	F	26,4,135,581
2	21	F	126,4,35,673
2	21	F	126,34,5,551
2	21	F	26,34,15,892
2	21	F	6,234,15,199
2	21	F	6,1234,5,432
2	21	F	16,234,5,508
2	21	F	16,34,25,888
2	21	F	16,34,25,559
2	21	F	6,34,125,678
2	21	F	36,4,125,2198
2	21	F	136,4,25,1131
2	21	F	136,4,25,661
2	21	F	136,24,5,334
2	21	F	36,124,5,435
2	21	F	6,124,35,607
2	21	F	6,124,35,2928
2	21	F	16,24,35,440
2	21	F	16,4,235,571
2	21	F	6,4,1235,585
2	21	F	46,,1235,465
2	21	F	46,1,235,259
2	21	F	46,1,235,1196
2	21	F	246,1,35,758
2	21	F	246,1,35,560
3	21	F	23456,,1,1391
3	21	F	3456,2,1,621
3	21	F	3456,12,,956
3	21	F	3456,12,,1029
3	21	F	456,12,3,943
3	21	F	1456,2,3,631
3	21	F	1456,,23,713
3	21	F	456,,123,748
3	21	F	456,,123,511
3	21	F	56,4,123,562
3	21	F	156,4,23,656
3	21	F	156,4,23,667
3	21	F	56,4,123,551
3	21	F	456,,123,628
3	21	F	1456,,23,618
3	21	F	1456,,23,645
3	21	F	1456,,23,245
3	21	F	456,,123,549
3	21	F	56,4,123,199
3	21	F	156,4,23,472
3	21	F	156,4,23,161
3	21	F	156,24,3,603
3	21	F	56,124,3,323
3	21	F	356,124,,814
3	21	F	56,124,3,3232
3	21	F	156,24,3,450
3	21	F	156,4,23,1268
3	21	F	156,4,23,348
3	21	F	56,4,123,589
3	21	F	156,4,23,616
3	21	F	156,24,3,291
3	21	F	156,24,3,479
3	21	F	56,24,13,516
3	21	F	56,124,3,402
3	21	F	356,124,,586
3	21	F	356,24,1,651
3	21	F	2356,4,1,419
3	21	F	12356,4,,666
3	21	F	12356,,4,218
3	21	F	2356,1,4,704
3	21	F	356,1,24,860
3	21	F	356,,124,1514
3	21	F	56,3,124,342
3	21	F	156,3,24,743
3	21	F	156,23,4,326
3	21	F	56,123,4,298
3	21	F	456,123,,606
3	21	F	456,123,,331
3	21	F	456,23,1,541
3	21	F	2456,3,1,448
3	21	F	12456,3,,510
4	21	F	23456,,1,1210
4	21	F	3456,2,1,1000
4	21	F	3456,12,,567
4	21	F	456,12,3,1047
4	21	F	456,2,13,1000
4	21	F	456,2,13,569
4	21	F	2456,,13,481
4	21	F	12456,,3,751
4	21	F	12456,,3,808
4	21	F	2456,,13,695
4	21	F	456,2,13,1622
4	21	F	456,12,3,848
4	21	F	456,12,3,1088
4	21	F	456,12,3,190
4	21	F	456,12,3,614
4	21	F	456,12,3,875
4	21	F	456,2,13,1009
4	21	F	2456,,13,477
4	21	F	2456,,13,198
4	21	F	12456,,3,818
4	21	F	12456,3,,377
4	21	F	2456,3,1,881
4	21	F	456,23,1,1662
4	21	F	456,123,,696
4	21	F	56,123,4,936
4	21	F	156,23,4,458
4	21	F	56,23,14,745
4	21	F	256,3,14,538
4	21	F	1256,3,4,749
4	21	F	256,1,34,256
4	21	F	56,1,234,728
4	21	F	56,,1234,487
4	21	F	56,,1234,287
4	21	F	6,5,1234,271
4	21	F	16,5,234,706
4	21	F	16,25,34,1044
4	21	F	6,125,34,693
4	21	F	36,125,4,576
4	21	F	36,125,4,294
4	21	F	36,25,14,669
4	21	F	236,5,14,495
4	21	F	236,5,14,163
4	21	F	1236,5,4,634
4	21	F	1236,45,,283
4	21	F	236,45,1,545
4	21	F	236,45,1,149
4	21	F	236,45,1,37
4	21	F	236,45,1,107
4	21	F	236,45,1,187
4	21	F	36,245,1,545
4	21	F	36,1245,,350
4	21	F	36,1245,,476
4	21	F	6,1245,3,836
4	21	F	16,245,3,316
4	21	F	16,45,23,363
4	21	F	6,45,123,854
4	21	F	46,5,123,380
4	21	F	46,15,23,341
4	21	F	246,15,3,634
4	21	F	1246,5,3,400
4	21	F	1246,35,,285
4	21	F	246,135,,831
4	21	F	246,135,,561
4	21	F	1246,35,,349
4	21	F	1246,35,,697
4	21	F	1246,35,,330
4	21	F	246,135,,603
4	21	F	246,135,,556
4	21	F	246,135,,197
4	21	F	1246,35,,290
4	21	F	1246,5,3,314
4	21	F	246,15,3,311
4	21	F	46,15,23,564
4	21	F	46,5,123,460
4	21	F	46,5,123,302
4	21	F	46,5,123,480
4	21	F	6,45,123,495
4	21	F	16,45,23,578
4	21	F	16,245,3,249
4	21	F	16,245,3,441
4	21	F	6,1245,3,399
4	21	F	6,245,13,301
4	21	F	26,45,13,250
4	21	F	26,145,3,60
4	21	F	26,145,3,198
4	21	F	126,45,3,303
4	21	F	126,345,,246
4	21	F	26,345,1,555
4	21	F	26,345,1,590
4	21	F	6,2345,1,1358
4	21	F	6,12345,,688
4	21	F	,12345,6,782
4	21	F	,2345,16,337
4	21	F	2,345,16,335
4	21	F	12,345,6,613
4	21	F	12,45,36,495
4	21	F	2,145,36,615
4	21	F	,145,236,850
4	21	F	,45,1236,342
4	21	F	4,5,1236,238
4	21	F	4,15,236,282
4	21	F	4,15,236,491
4	21	F	24,15,36,703
4	21	F	124,5,36,360
4	21	F	124,35,6,457
4	21	F	124,35,6,717
4	21	F	24,35,16,656
4	21	F	4,235,16,427
4	21	F	4,235,16,108
4	21	F	4,235,16,542
4	21	F	4,235,16,631
4	21	F	4,1235,6,411
4	21	F	,1235,46,777
4	21	F	,235,146,345
4	21	F	,235,146,158
4	21	F	2,35,146,32
4	21	F	2,35,146,285
4	21	F	2,35,146,752
4	21	F	2,35,146,1703
4	21	F	12,35,46,757
4	21	F	12,5,346,445
4	21	F	12,5,346,361
4	21	F	12,35,46,319
4	21	F	12,35,46,1117
4	21	F	2,35,146,831
4	21	F	,235,146,537
4	21	F	,1235,46,553
4	21	F	4,1235,6,563
4	21	F	4,235,16,500
4	21	F	4,235,16,266
4	21	F	24,35,16,445
4	21	F	124,35,6,553
4	21	F	124,5,36,324
4	21	F	24,15,36,273
4	21	F	4,15,236,518
4	21	F	4,5,1236,553
4	21	F	4,15,236,299
4	21	F	24,15,36,1901
4	21	F	24,15,36,20
4	21	F	124,5,36,887
4	21	F	124,35,6,443
4	21	F	24,35,16,649
4	21	F	4,235,16,377
4	21	F	4,1235,6,346
4	21	F	14,235,6,365
4	21	F	14,35,26,329
4	21	F	4,35,126,1035
4	21	F	34,5,126,363
4	21	F	34,5,126,33
4	21	F	34,15,26,769
4	21	F	234,15,6,556
4	21	F	1234,5,6,542
4	21	F	1234,,56,368
4	21	F	234,,156,922
4	21	F	34,2,156,183
4	21	F	34,12,56,281
4	21	F	4,12,356,519
4	21	F	14,2,356,591
4	21	F	14,,2356,380
4	21	F	14,,2356,133
4	21	F	4,,12356,563
4	21	F	,4,12356,563
4	21	F	,14,2356,315
4	21	F	2,14,356,1033
4	21	F	12,4,356,470
4	21	F	12,34,56,435
4	21	F	12,34,56,317
4	21	F	2,134,56,438
4	21	F	,134,256,613
4	21	F	1,34,256,516
4	21	F	,34,1256,638
4	21	F	,34,1256,323
4	21	F	3,4,1256,470
4	21	F	3,14,256,388
4	21	F	23,14,56,678
4	21	F	123,4,56,442
4	21	F	123,,456,637
4	21	F	123,,456,304
4	21	F	23,1,456,597
4	21	F	23,,1456,601
4	21	F	3,2,1456,288
4	21	F	3,2,1456,325
4	21	F	3,12,456,727
4	21	F	,12,3456,979
4	21	F	1,2,3456,498
4	21	F	1,,23456,681
5	21	F	123456,,,652
5	21	F	23456,,1,948
5	21	F	3456,2,1,601
5	21	F	3456,12,,599
5	21	F	3456,12,,526
5	21	F	456,12,3,642
5	21	F	456,2,13,366
5	21	F	456,2,13,72
5	21	F	2456,,13,738
5	21	F	12456,,3,587
5	21	F	12456,3,,371
5	21	F	12456,3,,582
5	21	F	2456,3,1,576
5	21	F	456,23,1,398
5	21	F	456,123,,629
5	21	F	56,123,4,553
5	21	F	56,23,14,578
5	21	F	256,3,14,525
5	21	F	1256,3,4,636
5	21	F	1256,,34,523
5	21	F	256,1,34,477
5	21	F	56,1,234,597
5	21	F	56,,1234,534
5	21	F	6,5,1234,497
5	21	F	16,5,234,2667
5	21	F	16,25,34,433
5	21	F	6,125,34,541
5	21	F	36,125,4,627
5	21	F	36,25,14,360
5	21	F	236,5,14,564
5	21	F	1236,5,4,651
5	21	F	1236,45,,733
5	21	F	1236,45,,448
5	21	F	236,45,1,619
5	21	F	36,245,1,377
5	21	F	36,1245,,464
5	21	F	6,1245,3,481
5	21	F	16,245,3,364
5	21	F	16,45,23,1593
5	21	F	6,145,23,456
5	21	F	26,145,3,728
5	21	F	26,145,3,783
5	21	F	126,45,3,435
5	21	F	126,345,,676
5	21	F	26,345,1,1105
5	21	F	6,2345,1,468
5	21	F	6,12345,,527
5	21	F	,12345,6,652
5	21	F	,2345,16,2500
5	21	F	2,345,16,595
5	21	F	12,345,6,586
5	21	F	12,45,36,920
5	21	F	2,145,36,383
5	21	F	,145,236,615
5	21	F	,45,1236,653
5	21	F	4,5,1236,1358
5	21	F	4,15,236,1302
5	21	F	24,15,36,930
5	21	F	124,5,36,547
5	21	F	124,35,6,487
5	21	F	24,35,16,873
5	21	F	4,235,16,581
5	21	F	4,1235,6,397
5	21	F	4,1235,6,632
5	21	F	4,1235,6,2236
5	21	F	,1235,46,621
5	21	F	1,235,46,581
5	21	F	1,35,246,524
5	21	F	,35,1246,1204
5	21	F	3,5,1246,332
5	21	F	13,5,246,635
5	21	F	13,25,46,261
5	21	F	3,125,46,456
5	21	F	3,125,46,623
5	21	F	3,25,146,311
5	21	F	23,5,146,578
5	21	F	123,5,46,478
5	21	F	123,5,46,476
5	21	F	123,45,6,428
5	21	F	23,45,16,995
5	21	F	3,245,16,904
5	21	F	3,245,16,567
5	21	F	3,1245,6,555
5	21	F	,1245,36,688
5	21	F	1,245,36,609
5	21	F	1,45,236,485
5	21	F	,45,1236,661
5	21	F	,45,1236,466
6	21	F	23456,1,,677
6	21	F	3456,1,2,692
6	21	F	3456,,12,468
6	21	F	456,3,12,479
6	21	F	1456,3,2,635
6	21	F	1456,3,2,1798
6	21	F	1456,23,,465
6	21	F	1456,23,,577
6	21	F	456,123,,804
6	21	F	56,123,4,599
6	21	F	156,23,4,439
6	21	F	156,23,4,1065
6	21	F	156,23,4,334
6	21	F	156,3,24,693
6	21	F	56,3,124,715
6	21	F	56,13,24,612
6	21	F	256,13,4,625
6	21	F	1256,3,4,596
6	21	F	1256,,34,519
6	21	F	256,1,34,407
6	21	F	256,1,34,610
6	21	F	256,1,34,489
6	21	F	56,1,234,709
6	21	F	56,1,234,406
6	21	F	56,,1234,505
6	21	F	6,5,1234,314
6	21	F	16,5,234,725
6	21	F	16,25,34,591
6	21	F	6,125,34,479
6	21	F	36,125,4,682
6	21	F	36,25,14,684
6	21	F	236,5,14,338
6	21	F	1236,5,4,723
6	21	F	1236,45,,424
6	21	F	1236,45,,625
6	21	F	236,45,1,1098
6	21	F	36,245,1,633
6	21	F	36,1245,,506
6	21	F	6,1245,3,684
6	21	F	6,245,13,310
6	21	F	26,45,13,346
6	21	F	26,145,3,381
6	21	F	6,145,23,764
6	21	F	6,145,23,447
6	21	F	6,45,123,381
6	21	F	6,145,23,443
6	21	F	6,145,23,298
6	21	F	26,145,3,532
6	21	F	126,45,3,618
6	21	F	126,345,,406
6	21	F	26,345,1,543
6	21	F	6,2345,1,807
6	21	F	6,12345,,772
6	21	F	,12345,6,565
6	21	F	,12345,6,468
6	21	F	,2345,16,745
6	21	F	2,345,16,492
6	21	F	12,345,6,794
6	21	F	12,45,36,369
6	21	F	2,145,36,479
6	21	F	,145,236,775
6	21	F	,45,1236,351
6	21	F	4,5,1236,674
6	21	F	4,15,236,367
6	21	F	24,15,36,683
6	21	F	124,5,36,357
6	21	F	124,35,6,506
6	21	F	124,35,6,591
6	21	F	24,35,16,674
6	21	F	4,235,16,972
6	21	F	4,1235,6,566
6	21	F	,1235,46,766
6	21	F	,235,146,507
6	21	F	,235,146,286
6	21	F	2,35,146,447
6	21	F	12,35,46,693
6	21	F	12,5,346,599
6	21	F	2,5,1346,740
6	21	F	12,5,346,655
6	21	F	12,5,346,505
6	21	F	12,35,46,311
7	21	F	23456,1,,817
7	21	F	3456,1,2,1471
7	21	F	3456,,12,481
7	21	F	456,3,12,186
7	21	F	1456,3,2,617
7	21	F	1456,23,,426
7	21	F	456,123,,505
7	21	F	56,123,4,517
7	21	F	156,23,4,700
7	21	F	56,123,4,316
7	21	F	56,23,14,335
7	21	F	256,3,14,741
7	21	F	1256,3,4,698
7	21	F	1256,,34,445
7	21	F	256,1,34,323
7	21	F	256,1,34,762
7	21	F	56,1,234,662
7	21	F	56,,1234,469
7	21	F	56,,1234,516
7	21	F	6,5,1234,710
7	21	F	16,5,234,686
7	21	F	16,25,34,375
7	21	F	6,25,134,1264
7	21	F	26,5,134,478
7	21	F	126,5,34,1000
7	21	F	126,35,4,387
7	21	F	26,35,14,769
7	21	F	6,235,14,572
7	21	F	6,1235,4,406
7	21	F	6,1235,4,1579
7	21	F	46,1235,,617
7	21	F	46,235,1,488
7	21	F	246,35,1,647
7	21	F	1246,35,,591
7	21	F	1246,5,3,726
7	21	F	1246,5,3,791
7	21	F	1246,35,,543
7	21	F	1246,35,,1065
7	21	F	246,35,1,631
7	21	F	46,235,1,924
7	21	F	46,1235,,363
7	21	F	46,1235,,1362
7	21	F	6,1235,4,503
7	21	F	16,235,4,454
7	21	F	16,235,4,318
8	21	F	23456,1,,1063
8	21	F	3456,1,2,1020
8	21	F	3456,1,2,675
8	21	F	13456,,2,641
8	21	F	3456,,12,1218
8	21	F	3456,,12,298
8	21	F	456,3,12,560
8	21	F	1456,3,2,624
8	21	F	1456,23,,395
8	21	F	456,123,,912
8	21	F	56,123,4,977
8	21	F	156,23,4,1321
8	21	F	56,23,14,629
8	21	F	256,3,14,356
8	21	F	1256,3,4,969
8	21	F	1256,,34,407
8	21	F	256,,134,641
8	21	F	256,,134,646
8	21	F	256,,134,613
8	21	F	56,2,134,838
8	21	F	56,12,34,302
8	21	F	156,2,34,318
8	21	F	156,2,34,378
8	21	F	156,2,34,672
8	21	F	156,,234,527
8	21	F	56,,1234,566
8	21	F	6,5,1234,474
8	21	F	16,5,234,497
8	21	F	16,25,34,546
8	21	F	6,25,134,634
8	21	F	26,5,134,314
8	21	F	126,5,34,612
8	21	F	126,35,4,277
8	21	F	26,35,14,573
8	21	F	6,235,14,387
8	21	F	6,1235,4,597
8	21	F	46,1235,,1673
8	21	F	46,235,1,514
8	21	F	46,235,1,1242
8	21	F	146,235,,826
8	21	F	146,35,2,361
8	21	F	46,35,12,1013
8	21	F	346,5,12,536
8	21	F	346,15,2,679
8	21	F	2346,15,,663
8	21	F	12346,5,,412
8	21	F	12346,,5,319
8	21	F	12346,,5,1166
8	21	F	12346,5,,303
8	21	F	2346,15,,465
8	21	F	2346,15,,622
8	21	F	346,15,2,824
8	21	F	346,5,12,290
8	21	F	46,35,12,605
8	21	F	146,35,2,953
8	21	F	146,235,,538
8	21	F	46,1235,,323
8	21	F	6,1235,4,574
8	21	F	16,235,4,365
8	21	F	16,35,24,1600
8	21	F	6,35,124,693
8	21	F	6,135,24,466
8	21	F	26,135,4,811
8	21	F	126,35,4,309
8	21	F	126,5,34,555
8	21	F	26,15,34,765
8	21	F	6,15,234,657
8	21	F	6,5,1234,563
8	21	F	56,,1234,467
8	21	F	56,1,234,587
8	21	F	256,1,34,1121
8	21	F	1256,,34,595
8	21	F	1256,3,4,1154
8	21	F	256,3,14,964
8	21	F	56,23,14,375
8	21	F	56,123,4,433
8	21	F	56,123,4,198
9	21	F	23456,1,,598
9	21	F	3456,1,2,1083
9	21	F	3456,,12,595
9	21	F	456,3,12,422
9	21	F	1456,3,2,830
9	21	F	1456,23,,387
9	21	F	1456,23,,504
9	21	F	456,123,,599
9	21	F	56,123,4,619
9	21	F	156,23,4,635
9	21	F	56,123,4,370
9	21	F	456,123,,702
9	21	F	56,123,4,644
9	21	F	56,23,14,605
9	21	F	256,3,14,476
9	21	F	1256,3,4,749
9	21	F	1256,,34,406
9	21	F	256,1,34,896
9	21	F	56,1,234,834
9	21	F	56,,1234,478
9	21	F	6,5,1234,630
9	21	F	6,15,234,773
9	21	F	26,15,34,797
9	21	F	126,5,34,595
9	21	F	126,35,4,468
9	21	F	26,35,14,601
9	21	F	6,235,14,546
9	21	F	6,1235,4,338
9	21	F	46,1235,,570
9	21	F	146,235,,674
9	21	F	146,35,2,525
9	21	F	46,35,12,576
9	21	F	346,5,12,377
9	21	F	346,15,2,381
9	21	F	2346,15,,768
9	21	F	2346,5,1,597
9	21	F	346,25,1,472
9	21	F	346,125,,325
9	21	F	46,125,3,673
9	21	F	146,25,3,680
9	21	F	146,5,23,532
9	21	F	46,5,123,843
9	21	F	6,45,123,353
9	21	F	6,145,23,533
9	21	F	26,145,3,560
9	21	F	126,45,3,471
9	21	F	126,345,,584
9	21	F	26,345,1,588
9	21	F	6,2345,1,704
9	21	F	6,12345,,590
9	21	F	,12345,6,754
9	21	F	,2345,16,2031
9	21	F	2,345,16,496
9	21	F	12,345,6,739
9	21	F	12,45,36,621
9	21	F	2,45,136,1789
9	21	F	,245,136,465
9	21	F	,1245,36,618
9	21	F	3,1245,6,665
9	21	F	3,245,16,661
9	21	F	23,45,16,401
9	21	F	123,45,6,1341
9	21	F	123,5,46,793
9	21	F	23,15,46,362
9	21	F	23,15,46,554
9	21	F	3,15,246,805
9	21	F	3,5,1246,464
9	21	F	,35,1246,598
9	21	F	,135,246,1656
9	21	F	,135,246,543
9	21	F	2,135,46,1085
9	21	F	12,35,46,298
9	21	F	12,5,346,363
9	21	F	2,15,346,935
9	21	F	,15,2346,1157
9	21	F	,5,12346,394
9	21	F	,5,12346,436
9	21	F	5,,12346,579
9	21	F	15,,2346,950
9	21	F	15,2,346,599
9	21	F	5,12,346,679
9	21	F	35,12,46,551
9	21	F	135,2,46,326
9	21	F	135,,246,359
9	21	F	35,1,246,301
9	21	F	235,1,46,485
9	21	F	1235,,46,278
9	21	F	1235,4,6,292
9	21	F	235,14,6,521
9	21	F	35,14,26,676
9	21	F	35,14,26,605
9	21	F	35,4,126,553
9	21	F	5,34,126,666
9	21	F	15,34,26,618
9	21	F	15,234,6,1077
9	21	F	5,1234,6,475
9	21	F	5,1234,6,379
9	21	F	,1234,56,565
9	21	F	,234,156,606
9	21	F	2,34,156,447
9	21	F	2,34,156,2828
9	21	F	12,34,56,446
9	21	F	12,4,356,285
9	21	F	12,4,356,667
9	21	F	2,4,1356,499
9	21	F	,24,1356,427
9	21	F	1,24,356,936
9	21	F	,124,356,298
9	21	F	3,124,56,592
9	21	F	3,124,56,841
9	21	F	13,24,56,332
9	21	F	13,4,256,495
9	21	F	3,4,1256,487
9	21	F	3,14,256,287
9	21	F	23,14,56,553
9	21	F	123,4,56,311
9	21	F	123,,456,356
9	21	F	23,1,456,329
9	21	F	23,1,456,671
9	21	F	23,,1456,287
9	21	F	3,2,1456,344
9	21	F	3,12,456,872
9	21	F	,12,3456,741
9	21	F	1,2,3456,594
9	21	F	1,,23456,655
10	21	F	123456,,,1252
10	21	F	23456,,1,1350
10	21	F	3456,2,1,637
10	21	F	3456,12,,613
10	21	F	456,12,3,1054
10	21	F	1456,2,3,770
10	21	F	1456,,23,595
10	21	F	456,,123,957
10	21	F	56,4,123,585
10	21	F	56,14,23,589
10	21	F	256,14,3,764
10	21	F	1256,4,3,448
10	21	F	1256,34,,711
10	21	F	256,34,1,1014
10	21	F	56,234,1,470
10	21	F	56,1234,,395
10	21	F	6,1234,5,953
10	21	F	6,234,15,1057
10	21	F	26,34,15,689
10	21	F	126,34,5,1072
10	21	F	126,34,5,664
10	21	F	26,134,5,567
10	21	F	6,134,25,914
10	21	F	6,34,125,591
10	21	F	36,4,125,421
10	21	F	36,14,25,1081
10	21	F	236,14,5,677
10	21	F	1236,4,5,389
10	21	F	1236,,45,690
10	21	F	1236,,45,305
10	21	F	236,,145,623
10	21	F	36,2,145,278
10	21	F	36,12,45,343
10	21	F	6,12,345,560
10	21	F	6,12,345,249
10	21	F	16,2,345,274
10	21	F	16,,2345,465
10	21	F	16,,2345,243
10	21	F	6,,12345,1099
10	21	F	,6,12345,579
10	21	F	,16,2345,907
10	21	F	2,16,345,907
10	21	F	12,6,345,527
10	21	F	12,36,45,531
10	21	F	2,36,145,633
