N_intento	Edad	Género	Movimientos
6	17	M	256,34,1,903
1	16	M	123456,,,4
5	17	M	126,4,35,760
1	16	M	123456,,,4
6	17	M	56,234,1,543
6	17	M	56,1234,,639
5	17	M	126,4,35,143
1	16	M	123456,,,5
6	17	M	56,1234,,639
5	17	M	26,4,135,1032
3	17	F	1346,25,,952
4	15	F	2,145,36,425
4	15	F	,145,236,968
6	17	M	6,1234,5,927
10	17	M	46,3,125,669
5	17	M	26,4,135,2704
5	15	M	23456,1,,521
6	17	M	16,234,5,575
4	15	F	,45,1236,664
3	17	F	346,25,1,1360
10	17	M	346,,125,527
5	15	M	3456,1,2,710
4	15	F	4,5,1236,706
6	17	M	16,34,25,1694
1	16	F	123456,,,24
5	15	M	3456,1,2,562
6	17	M	6,34,125,911
5	17	M	26,14,35,1687
4	15	F	4,5,1236,1689
5	17	M	6,14,235,648
1	16	F	123456,,,3
6	17	M	36,4,125,607
5	15	M	3456,1,2,631
3	17	F	346,25,1,828
5	17	M	6,4,1235,776
5	15	M	3456,,12,661
1	16	F	123456,,,3
4	15	F	4,5,1236,754
5	15	M	456,3,12,1215
6	17	M	136,4,25,2921
3	17	F	2346,5,1,1484
5	15	M	1456,3,2,680
5	17	M	46,,1235,4248
4	15	F	14,5,236,1474
4	15	F	14,5,236,2267
5	15	M	1456,23,,503
3	17	F	2346,5,1,526
1	16	F	123456,,,4
1	16	F	123456,,,5
5	15	M	1456,23,,553
1	16	F	123456,,,5
5	17	M	146,,235,1271
1	16	F	123456,,,4
5	15	M	456,123,,582
11	17	M	23456,,1,670
5	17	M	146,2,35,839
1	16	F	123456,,,6
1	16	F	123456,,,4
11	17	M	3456,2,1,624
1	16	F	123456,,,4
5	15	M	56,123,4,1697
6	17	M	136,4,25,2760
3	17	F	2346,15,,649
1	16	F	123456,,,3
11	17	M	3456,12,,429
1	16	M	123456,,,6
6	17	M	136,4,25,895
5	15	M	156,23,4,630
1	16	F	123456,,,4
1	16	M	123456,,,4
1	16	F	123456,,,8
11	17	M	456,12,3,765
5	15	M	156,3,24,690
5	17	M	46,12,35,1183
3	17	F	346,15,2,1130
1	16	F	123456,,,4
1	16	M	123456,,,4
1	16	M	123456,,,5
11	17	M	1456,2,3,610
1	16	M	123456,,,4
1	16	M	123456,,,4
1	16	M	123456,,,6
6	17	M	36,4,125,750
11	17	M	1456,,23,635
5	17	M	346,12,5,3864
6	17	M	6,34,125,1016
3	17	F	346,15,2,703
11	17	M	456,,123,777
2	16	F	123456,,,4
5	17	M	346,2,15,831
6	17	M	16,34,25,512
5	17	M	2346,,15,1200
11	17	M	56,4,123,602
3	17	F	346,5,12,2121
5	15	M	56,3,124,7932
6	17	M	16,234,5,438
2	16	F	123456,,,4
6	17	M	6,1234,5,902
5	17	M	2346,1,5,1528
2	16	F	123456,,,5
3	17	F	46,35,12,604
11	17	M	56,14,23,490
6	17	M	56,1234,,830
2	16	F	123456,,,5
5	15	M	356,,124,751
11	17	M	256,14,3,575
6	17	M	56,234,1,528
6	17	M	56,234,1,47
5	17	M	346,1,25,1056
11	17	M	1256,4,3,657
3	17	F	46,35,12,2689
5	17	M	346,,125,416
6	17	M	56,234,1,1527
11	17	M	1256,34,,604
5	17	M	346,,125,360
6	15	F	23456,,1,1078
6	17	M	56,234,1,2398
5	15	M	1356,,24,1837
6	17	M	56,1234,,512
5	15	M	1356,2,4,435
6	17	M	6,1234,5,825
5	15	M	356,12,4,414
5	15	M	356,12,4,1232
6	17	M	16,234,5,647
5	15	M	56,12,34,631
6	17	M	16,34,25,911
6	15	F	3456,2,1,871
6	15	F	3456,12,,1600
6	15	F	456,12,3,1168
5	17	M	146,3,25,824
6	17	M	6,34,125,623
6	15	F	1456,2,3,903
5	17	M	46,3,125,512
3	17	F	146,235,,1094
6	15	F	1456,,23,984
6	17	M	16,34,25,679
6	17	M	16,234,5,465
6	15	F	456,,123,976
11	17	M	256,34,1,1733
5	15	M	56,12,34,2318
11	17	M	56,234,1,407
6	17	M	6,1234,5,534
6	15	F	56,4,123,1448
11	17	M	56,1234,,443
6	17	M	6,234,15,726
3	17	F	46,1235,,1946
5	15	M	156,2,34,404
11	17	M	6,1234,5,703
3	17	F	46,1235,,3561
5	15	M	156,,234,582
6	15	F	156,4,23,808
5	15	M	56,,1234,975
3	17	F	6,1235,4,1580
6	15	F	156,24,3,977
5	15	M	6,5,1234,532
6	17	M	26,34,15,536
3	17	F	6,1235,4,392
6	15	F	56,24,13,768
6	17	M	26,134,5,559
3	17	F	6,235,14,1010
6	17	M	6,134,25,536
6	15	F	256,4,13,768
6	17	M	6,34,125,489
6	17	M	23456,,1,624
6	15	F	1256,4,3,864
6	17	M	36,4,125,424
6	17	M	3456,2,1,657
3	17	F	26,35,14,1752
6	15	F	1256,34,,873
6	17	M	36,14,25,503
6	17	M	3456,12,,513
6	15	F	1256,34,,204
3	17	F	26,35,14,264
6	17	M	3456,12,,1296
11	17	M	6,234,15,764
6	17	M	456,12,3,569
6	17	M	136,4,25,415
6	15	F	256,34,1,792
6	17	M	136,4,25,426
11	17	M	26,34,15,407
6	17	M	456,12,3,537
6	15	F	56,234,1,1096
6	17	M	1456,2,3,680
11	17	M	126,34,5,637
6	17	M	136,24,5,449
6	17	M	1456,,23,488
3	17	F	126,35,4,1950
11	17	M	126,34,5,129
6	17	M	456,,123,680
6	15	F	56,1234,,647
6	17	M	36,24,15,2224
11	17	M	126,4,35,623
6	17	M	56,4,123,616
5	15	M	6,5,1234,99
6	15	F	6,1234,5,1207
6	17	M	236,4,15,505
3	17	F	126,5,34,2307
6	17	M	56,14,23,1657
6	17	M	236,14,5,615
6	15	F	16,234,5,663
5	15	M	16,5,234,1795
6	17	M	256,14,3,2472
6	17	M	1236,4,5,361
5	15	M	16,25,34,563
6	15	F	6,234,15,720
6	17	M	1236,,45,713
3	17	F	26,15,34,796
6	17	M	1256,4,3,697
5	15	M	16,25,34,484
6	17	M	236,1,45,504
6	17	M	1256,34,,424
6	15	F	26,34,15,1343
6	17	M	36,1,245,472
5	15	M	6,125,34,533
6	17	M	256,34,1,784
6	17	M	36,,1245,504
6	15	F	126,34,5,770
3	17	F	6,15,234,2494
6	17	M	56,234,1,873
6	17	M	6,3,1245,511
6	15	F	126,4,35,912
6	17	M	6,13,245,424
6	17	M	56,234,1,784
5	15	M	6,125,34,857
3	17	F	6,5,1234,903
6	17	M	26,13,45,479
6	15	F	26,4,135,895
11	17	M	26,14,35,704
6	17	M	56,1234,,632
5	15	M	36,125,4,494
6	17	M	126,3,45,439
6	15	F	26,4,135,919
6	17	M	6,1234,5,712
11	17	M	6,14,235,702
6	17	M	126,,345,535
6	17	M	26,1,345,536
11	17	M	6,4,1235,467
6	15	F	6,24,135,1001
3	17	F	6,5,1234,692
6	17	M	6,234,15,2120
5	15	M	136,25,4,728
6	17	M	26,,1345,656
6	15	F	16,24,35,657
6	17	M	6,2,1345,535
6	15	F	16,24,35,728
6	17	M	6,12,345,502
5	15	M	136,25,4,562
6	17	M	6,234,15,3008
3	17	F	56,,1234,3114
6	15	F	6,124,35,896
5	15	M	36,25,14,603
6	17	M	16,2,345,455
6	15	F	36,124,5,864
5	15	M	236,5,14,644
6	17	M	16,,2345,575
5	15	M	1236,5,4,770
6	17	M	6,,12345,535
6	17	M	,6,12345,486
5	15	M	1236,45,,503
6	17	M	1,6,2345,400
6	15	F	36,24,15,552
6	15	F	36,24,15,594
6	17	M	1,26,345,975
6	17	M	,126,345,344
6	17	M	16,234,5,6384
6	17	M	3,126,45,575
13	17	M	23456,,1,565
6	17	M	16,34,25,969
6	17	M	3,26,145,399
5	15	M	1236,45,,3560
6	17	M	6,34,125,921
13	17	M	3456,2,1,325
6	17	M	23,6,145,447
6	17	M	36,4,125,680
6	17	M	23,16,45,456
6	15	F	236,4,15,649
6	15	F	236,14,5,680
13	17	M	3456,12,,2021
6	17	M	3,16,245,560
5	15	M	236,145,,493
6	17	M	3,16,245,384
13	17	M	456,12,3,705
6	17	M	36,4,125,728
6	15	F	236,14,5,375
6	17	M	13,6,245,456
5	15	M	36,145,2,2839
13	17	M	1456,2,3,777
6	17	M	13,26,45,383
6	17	M	36,14,25,1552
6	17	M	13,26,45,255
13	17	M	1456,,23,385
6	17	M	236,14,5,1000
5	15	M	136,45,2,581
6	15	F	236,4,15,689
6	17	M	1236,4,5,688
6	17	M	3,26,145,1110
6	17	M	1236,,45,536
6	17	M	3,126,45,383
6	15	F	36,24,15,696
6	17	M	236,1,45,648
6	17	M	,126,345,592
6	15	F	36,124,5,648
5	15	M	136,45,2,716
13	17	M	456,,123,133
6	17	M	3,126,45,416
6	15	F	6,124,35,880
5	15	M	36,45,12,581
13	17	M	56,4,123,596
5	15	M	6,345,12,480
6	17	M	36,1,245,1240
6	17	M	13,26,45,335
6	17	M	13,6,245,488
6	15	F	6,124,35,1183
6	17	M	36,,1245,624
5	15	M	16,345,2,778
6	17	M	3,16,245,391
6	17	M	6,3,1245,864
6	15	F	16,24,35,1225
6	17	M	23,16,45,336
5	15	M	16,2345,,1044
13	17	M	56,14,23,4167
5	15	M	6,12345,,482
6	15	F	16,24,35,800
13	17	M	256,14,3,562
6	17	M	123,6,45,313
5	15	M	,12345,6,582
6	17	M	123,46,5,337
13	17	M	256,14,3,429
6	17	M	23,46,15,312
6	15	F	6,124,35,1297
13	17	M	1256,4,3,753
6	17	M	3,246,15,320
6	15	F	36,124,5,905
6	17	M	3,246,15,368
6	17	M	6,13,245,2456
6	17	M	13,246,5,521
6	15	F	136,24,5,1008
6	17	M	26,13,45,864
3	17	F	56,1,234,4427
6	15	F	136,24,5,490
6	15	F	136,4,25,736
13	17	M	1256,34,,694
6	17	M	126,3,45,2088
6	17	M	3,1246,5,582
13	17	M	1256,34,,656
3	17	F	256,1,34,1485
6	17	M	3,246,15,416
6	17	M	126,3,45,600
6	15	F	36,14,25,607
6	17	M	23,46,15,431
13	17	M	256,34,1,668
6	15	F	36,14,25,849
6	17	M	123,46,5,479
13	17	M	56,234,1,681
6	15	F	36,4,125,655
3	17	F	1256,,34,1191
6	17	M	26,3,145,1152
13	17	M	56,1234,,584
6	17	M	123,6,45,2031
6	15	F	6,34,125,791
6	17	M	6,23,145,608
6	17	M	6,123,45,608
13	17	M	6,1234,5,826
6	17	M	46,123,5,1663
3	17	F	1256,3,4,896
5	15	M	,12345,6,2882
6	17	M	46,23,15,344
3	17	F	1256,3,4,1046
6	15	F	6,134,25,656
13	17	M	6,234,15,764
6	15	F	26,134,5,856
6	17	M	246,3,15,1512
13	17	M	26,34,15,849
5	15	M	,12345,6,4647
3	17	F	256,3,14,2027
6	17	M	1246,3,5,793
1	17	M	123456,,,159
6	15	F	126,34,5,609
5	15	M	1,2345,6,1875
6	15	F	126,4,35,669
6	15	F	26,4,135,689
14	17	M	23456,1,,2013
5	15	M	1,345,26,1282
1	17	M	23456,,1,2711
6	15	F	6,24,135,722
14	17	M	3456,1,2,776
5	15	M	,345,126,532
6	15	F	16,24,35,551
14	17	M	3456,,12,782
5	15	M	3,45,126,593
6	15	F	16,24,35,592
5	15	M	3,145,26,496
14	17	M	456,3,12,908
1	17	M	23456,,1,4097
5	15	M	23,145,6,499
6	15	F	16,24,35,160
5	15	M	123,45,6,344
3	17	F	56,123,4,1176
7	17	M	23456,,1,2575
6	15	F	6,24,135,577
5	15	M	123,5,46,620
6	15	F	26,4,135,985
1	17	M	23456,,1,2731
6	15	F	126,4,35,585
7	17	M	3456,2,1,1832
14	17	M	1456,3,2,671
6	15	F	126,34,5,671
7	17	M	3456,2,1,592
5	15	M	23,5,146,633
14	17	M	1456,23,,488
5	15	M	23,5,146,474
1	17	M	23456,,1,2137
7	17	M	3456,12,,983
3	17	F	156,23,4,2466
14	17	M	456,123,,730
6	15	F	126,34,5,848
5	15	M	3,25,146,709
7	17	M	456,12,3,705
6	15	F	126,34,5,144
7	17	M	1456,2,3,584
6	15	F	26,134,5,735
14	17	M	56,123,4,1650
5	15	M	3,25,146,712
7	17	M	1456,,23,936
6	15	F	6,134,25,890
7	17	M	456,,123,752
5	15	M	3,125,46,1393
7	17	M	56,4,123,600
7	17	M	156,4,23,840
3	17	F	56,23,14,1518
7	17	M	156,4,23,1680
3	17	F	56,23,14,388
1	17	M	23456,,1,4486
3	17	F	56,23,14,180
7	17	M	156,24,3,537
5	15	M	13,25,46,2150
1	17	M	3456,2,1,2314
3	17	F	56,23,14,465
7	17	M	56,24,13,4488
5	15	M	13,5,246,3095
7	17	M	256,4,13,760
14	17	M	56,23,14,662
7	17	M	1256,4,3,736
1	17	M	3456,2,1,1586
14	17	M	256,3,14,527
3	17	F	156,3,24,1330
7	17	M	1256,34,,512
7	17	M	256,34,1,1424
14	17	M	1256,3,4,840
3	17	F	156,3,24,1110
1	17	M	3456,2,1,2509
7	17	M	56,234,1,536
14	17	M	1256,,34,550
7	17	M	56,234,1,392
14	17	M	256,1,34,602
7	17	M	56,1234,,608
14	17	M	56,1,234,672
7	17	M	6,1234,5,735
14	17	M	56,,1234,609
3	17	F	56,13,24,726
14	17	M	6,5,1234,502
14	17	M	6,5,1234,130
1	17	M	3456,2,1,4164
7	17	M	6,234,15,4047
1	17	M	123456,,,512
1	17	M	23456,,1,513
7	17	M	26,34,15,2216
1	17	M	23456,,1,439
1	17	M	3456,2,1,406
1	17	M	3456,12,,422
3	17	F	156,23,4,981
7	17	M	26,34,15,2007
1	17	M	456,12,3,423
7	17	M	126,34,5,592
1	17	M	1456,2,3,361
14	17	M	6,5,1234,131
7	17	M	126,4,35,784
1	15	F	123456,,,35
1	17	M	1456,,23,432
7	17	M	126,4,35,352
3	17	F	156,23,4,2344
1	17	M	456,,123,441
1	17	M	56,4,123,423
1	17	M	156,4,23,360
7	17	M	126,4,35,120
3	17	F	56,123,4,740
1	17	M	156,24,3,344
1	17	M	56,124,3,361
1	15	F	123456,,,6
6	15	M	23456,1,,3068
1	17	M	356,124,,376
1	15	F	123456,,,5
6	15	M	3456,1,2,916
1	17	M	356,24,1,391
1	15	F	123456,,,4
7	17	M	6,14,235,688
14	17	M	16,5,234,710
1	17	M	2356,4,1,344
1	17	M	2356,4,1,369
14	17	M	16,25,34,442
6	15	M	3456,,12,544
1	15	F	123456,,,5
1	17	M	2356,4,1,449
1	15	F	123456,,,4
1	15	F	123456,,,5
14	17	M	6,125,34,793
1	15	F	123456,,,5
1	17	M	12356,4,,601
1	15	F	123456,,,4
7	17	M	6,4,1235,3592
1	17	M	12356,,4,464
1	15	F	123456,,,4
14	17	M	36,125,4,705
1	17	M	2356,1,4,511
7	17	M	6,4,1235,641
1	15	F	123456,,,5
1	17	M	356,1,24,456
14	17	M	36,25,14,481
1	15	F	123456,,,5
1	17	M	356,,124,394
14	17	M	236,5,14,394
1	17	M	56,3,124,417
1	17	M	156,3,24,354
14	17	M	1236,5,4,802
1	15	F	123456,,,4
1	17	M	156,23,4,361
14	17	M	1236,45,,575
1	17	M	56,123,4,344
6	15	M	456,3,12,2061
1	17	M	56,23,14,359
1	15	F	123456,,,9
1	15	F	123456,,,3
14	17	M	236,145,,716
1	17	M	256,3,14,343
1	15	F	123456,,,4
1	15	F	123456,,,4
1	17	M	256,13,4,346
8	17	M	23456,,1,720
14	17	M	36,145,2,812
1	17	M	56,13,24,354
6	15	M	1456,3,2,592
8	17	M	3456,2,1,656
1	17	M	56,3,124,360
14	17	M	36,45,12,599
6	15	M	1456,23,,483
8	17	M	3456,12,,560
1	17	M	56,3,124,344
14	17	M	6,345,12,478
6	15	M	456,123,,651
8	17	M	456,12,3,1136
1	17	M	356,,124,369
8	17	M	1456,2,3,816
1	17	M	356,1,24,298
14	17	M	6,345,12,130
8	17	M	1456,,23,472
1	17	M	2356,1,4,370
8	17	M	456,,123,672
1	17	M	2356,,14,383
1	15	F	123456,,,4
8	17	M	56,4,123,552
1	17	M	356,2,14,495
6	15	M	56,123,4,1094
1	15	F	123456,,,11
1	15	F	123456,,,4
1	17	M	356,12,4,369
14	17	M	16,345,2,926
1	17	M	356,12,4,255
8	17	M	156,4,23,2152
14	17	M	16,2345,,811
1	17	M	56,12,34,401
1	17	M	156,2,34,320
1	17	M	156,,234,427
14	17	M	6,12345,,586
8	17	M	156,24,3,752
1	17	M	56,,1234,368
1	17	M	6,5,1234,353
14	17	M	,12345,6,1100
1	15	F	123456,,,6
1	17	M	16,5,234,337
8	17	M	56,124,3,816
1	17	M	16,25,34,321
8	17	M	356,124,,544
1	17	M	16,25,34,439
1	15	F	123456,,,4
8	17	M	356,24,1,568
1	17	M	6,25,134,408
1	15	F	123456,,,5
1	17	M	6,125,34,376
1	17	M	23456,,1,1537
1	17	M	6,125,34,377
1	17	M	36,125,4,448
1	17	M	36,25,14,353
1	17	M	236,5,14,336
8	17	M	356,124,,976
1	17	M	236,15,4,376
6	15	M	56,23,14,721
8	17	M	56,124,3,744
1	17	M	36,15,24,464
1	17	M	123456,,,2007
1	17	M	36,5,124,414
6	15	M	256,3,14,613
8	17	M	156,24,3,496
8	17	M	156,4,23,440
1	17	M	36,5,124,454
6	15	M	1256,3,4,996
8	17	M	56,4,123,562
6	15	M	1256,,34,511
1	17	M	6,35,124,471
1	17	M	16,35,24,384
9	17	M	23456,,1,488
1	17	M	16,235,4,350
9	17	M	3456,2,1,376
9	17	M	3456,12,,792
9	17	M	456,12,3,784
1	17	M	6,1235,4,394
9	17	M	1456,2,3,624
1	17	M	46,1235,,418
9	17	M	1456,,23,480
1	17	M	46,235,1,502
1	15	F	123456,,,5
9	17	M	456,,123,864
1	17	M	46,235,1,422
9	17	M	56,4,123,536
1	17	M	246,35,1,377
1	17	M	246,135,,368
1	17	M	246,135,,449
1	17	M	46,135,2,433
1	17	M	46,35,12,408
1	17	M	346,5,12,329
1	17	M	346,15,2,328
2	15	F	123456,,,4
1	17	M	2346,15,,345
1	17	M	2346,15,,353
2	15	F	123456,,,6
1	17	M	12346,5,,369
9	17	M	56,14,23,2344
2	15	F	123456,,,5
9	17	M	256,14,3,648
1	17	M	12346,5,,376
2	15	F	123456,,,4
1	17	M	12346,,5,680
1	17	M	2346,1,5,377
2	15	F	123456,,,4
9	17	M	1256,4,3,696
1	17	M	346,1,25,1336
1	17	M	346,,125,407
1	17	M	46,3,125,393
9	17	M	1256,34,,1575
1	17	M	146,3,25,351
9	17	M	256,34,1,520
1	17	M	146,23,5,336
9	17	M	56,234,1,496
1	17	M	46,123,5,424
1	17	M	6,123,45,496
9	17	M	56,1234,,504
1	17	M	16,23,45,344
9	17	M	6,1234,5,664
1	17	M	16,3,245,346
1	17	M	16,3,245,423
9	17	M	16,234,5,2383
1	17	M	6,3,1245,471
1	17	M	36,,1245,386
1	17	M	36,,1245,383
1	17	M	36,,1245,497
1	17	M	36,1,245,431
1	17	M	236,1,45,353
1	17	M	236,,145,448
9	17	M	6,1234,5,712
1	17	M	36,2,145,448
1	17	M	36,12,45,424
1	17	M	6,12,345,448
1	17	M	6,2,1345,408
2	15	F	123456,,,4
1	17	M	26,,1345,401
1	17	M	126,,345,360
2	15	F	123456,,,3
1	17	M	26,1,345,322
1	17	M	6,1,2345,346
1	17	M	6,,12345,345
1	17	M	,6,12345,320
1	17	M	,6,12345,354
6	15	M	256,1,34,1719
1	17	M	1,6,2345,391
6	15	M	256,1,34,708
1	17	M	1,26,345,608
1	17	M	,26,1345,416
6	15	M	56,1,234,771
6	15	M	56,,1234,659
1	17	M	2,6,1345,384
1	17	M	2,16,345,311
6	15	M	6,5,1234,985
1	17	M	12,6,345,361
14	17	M	1,2345,6,622
1	17	M	12,36,45,313
1	17	M	12,36,45,385
14	17	M	1,345,26,1236
1	17	M	2,36,145,392
1	17	M	,236,145,423
14	17	M	,345,126,665
1	17	M	1,236,45,393
9	17	M	6,234,15,22264
1	17	M	1,236,45,360
14	17	M	3,45,126,887
1	17	M	,1236,45,352
1	17	M	4,1236,5,402
1	17	M	14,236,5,878
9	17	M	26,34,15,4151
1	17	M	14,36,25,408
9	17	M	126,34,5,713
1	17	M	14,36,25,930
1	17	M	4,136,25,391
9	17	M	126,4,35,1719
1	17	M	24,136,5,425
1	17	M	124,36,5,346
9	17	M	26,14,35,864
9	17	M	6,14,235,617
9	17	M	6,4,1235,544
14	17	M	3,145,26,708
1	17	M	124,6,35,471
1	17	M	24,16,35,345
14	17	M	23,145,6,729
14	17	M	123,45,6,669
1	17	M	24,6,135,345
9	17	M	46,,1235,1592
1	17	M	4,26,135,417
1	17	M	4,26,135,361
9	17	M	46,1,235,608
1	17	M	14,26,35,393
9	17	M	246,1,35,824
1	16	F	123456,,,27
9	17	M	246,1,35,79
1	16	F	123456,,,2
1	16	F	123456,,,3
9	17	M	1246,,35,536
1	16	F	123456,,,3
9	17	M	1246,3,5,688
1	16	F	123456,,,3
1	16	F	123456,,,3
2	15	F	123456,,,4
1	16	F	123456,,,3
1	16	F	123456,,,3
9	17	M	246,3,15,960
1	16	F	123456,,,3
9	17	M	46,23,15,520
9	17	M	46,123,5,608
1	16	F	123456,,,3
6	15	M	16,5,234,1408
6	15	M	16,25,34,525
6	15	M	6,125,34,937
2	16	F	123456,,,3
2	17	M	23456,1,,406
2	17	M	23456,1,,359
6	15	M	36,125,4,590
2	16	F	123456,,,3
2	17	M	23456,1,,359
14	17	M	123,5,46,643
2	16	F	123456,,,3
2	17	M	23456,1,,415
2	17	M	3456,1,2,360
2	16	F	123456,,,3
14	17	M	23,15,46,932
2	17	M	3456,,12,345
2	16	F	123456,,,4
2	17	M	456,3,12,296
2	16	F	123456,,,3
9	17	M	146,23,5,1496
14	17	M	3,15,246,897
2	17	M	456,13,2,391
2	16	F	123456,,,2
2	16	F	123456,,,4
9	17	M	146,23,5,536
2	16	F	123456,,,3
2	16	F	123456,,,3
9	17	M	146,3,25,1296
2	17	M	2456,13,,417
14	17	M	3,5,1246,861
2	16	F	123456,,,3
2	16	F	123456,,,3
2	17	M	2456,13,,375
9	17	M	46,3,125,752
2	17	M	2456,3,1,480
14	17	M	,35,1246,947
9	17	M	346,,125,704
2	17	M	456,23,1,415
2	16	F	123456,,,2
6	15	M	36,125,4,563
2	17	M	456,123,,464
2	16	F	123456,,,2
9	17	M	1346,,25,2136
2	17	M	456,123,,553
14	17	M	1,35,246,1064
9	17	M	1346,2,5,527
2	17	M	56,123,4,616
2	15	F	123456,,,4
9	17	M	346,12,5,792
14	17	M	1,235,46,932
2	17	M	156,23,4,344
2	17	M	156,3,24,415
6	15	M	36,25,14,847
14	17	M	,1235,46,478
2	17	M	56,3,124,807
2	17	M	356,,124,361
14	17	M	4,1235,6,704
6	15	M	236,5,14,1055
2	17	M	356,1,24,368
10	17	M	23456,,1,689
6	15	M	1236,5,4,789
2	17	M	2356,1,4,331
10	17	M	3456,2,1,496
2	17	M	2356,1,4,330
10	17	M	3456,12,,856
6	15	M	1236,45,,631
14	17	M	4,235,16,549
2	17	M	2356,,14,382
10	17	M	456,12,3,720
2	17	M	356,2,14,552
10	17	M	1456,2,3,609
14	17	M	4,235,16,1315
10	17	M	1456,,23,440
2	17	M	356,12,4,378
10	17	M	456,,123,664
2	17	M	56,12,34,415
10	17	M	56,4,123,376
2	17	M	56,12,34,217
10	17	M	156,4,23,712
2	17	M	156,2,34,567
2	17	M	156,,234,864
2	17	M	56,,1234,599
2	17	M	6,5,1234,408
2	17	M	16,5,234,391
10	17	M	156,4,23,3512
14	17	M	14,235,6,693
14	17	M	14,35,26,393
2	17	M	16,25,34,1577
10	17	M	56,14,23,888
14	17	M	4,35,126,636
2	17	M	6,125,34,439
10	17	M	256,14,3,584
2	17	M	36,125,4,464
14	17	M	34,5,126,525
2	17	M	36,25,14,384
2	17	M	236,5,14,425
10	17	M	1256,4,3,625
2	17	M	1236,5,4,424
10	17	M	1256,4,3,184
2	17	M	1236,45,,369
2	17	M	1236,45,,440
11	17	M	23456,,1,368
11	17	M	3456,2,1,632
2	17	M	236,45,1,679
11	17	M	3456,12,,425
2	17	M	36,245,1,550
14	17	M	34,15,26,532
11	17	M	456,12,3,552
11	17	M	1456,2,3,896
14	17	M	234,15,6,645
2	17	M	36,1245,,377
11	17	M	1456,,23,745
14	17	M	1234,5,6,415
2	17	M	6,1245,3,697
11	17	M	456,,123,664
2	17	M	6,245,13,464
14	17	M	1234,,56,465
11	17	M	56,4,123,448
2	17	M	26,45,13,480
11	17	M	156,4,23,872
2	17	M	126,45,3,599
2	17	M	126,345,,367
6	15	M	236,145,,581
14	17	M	234,1,56,478
2	17	M	26,345,1,520
6	15	M	236,145,,857
2	17	M	26,345,1,984
14	17	M	34,1,256,958
12	17	M	23456,1,,505
2	17	M	26,345,1,847
6	15	M	36,145,2,1017
12	17	M	3456,1,2,768
14	17	M	34,,1256,527
6	15	M	36,45,12,947
1	17	M	23456,,1,2088
12	17	M	3456,,12,624
14	17	M	4,3,1256,469
6	15	M	6,345,12,582
12	17	M	456,3,12,360
6	15	M	16,345,2,946
14	17	M	14,3,256,765
12	17	M	1456,3,2,585
1	17	M	23456,,1,502
6	15	M	16,2345,,612
12	17	M	1456,23,,448
14	17	M	14,23,56,371
12	17	M	456,123,,568
6	15	M	6,12345,,582
2	17	M	26,1345,,775
14	17	M	4,123,56,513
12	17	M	56,123,4,624
2	17	M	6,1345,2,920
14	17	M	,123,456,585
2	17	M	6,345,12,560
12	17	M	156,23,4,2023
14	17	M	1,23,456,705
6	15	M	,12345,6,1369
2	17	M	36,45,12,1104
14	17	M	1,3,2456,479
2	17	M	136,45,2,816
2	17	M	23456,,1,1838
12	17	M	156,3,24,664
14	17	M	,13,2456,2040
2	17	M	3456,2,1,1515
2	17	M	136,245,,630
12	17	M	56,3,124,1384
14	17	M	2,13,456,549
2	17	M	36,245,1,775
12	17	M	356,,124,600
2	17	M	3456,12,,1526
14	17	M	12,3,456,356
2	17	M	236,45,1,503
2	17	M	236,45,1,47
2	17	M	236,45,1,191
12	17	M	356,1,24,760
14	17	M	12,,3456,717
2	17	M	236,145,,518
14	17	M	2,1,3456,464
2	17	M	36,145,2,807
12	17	M	1356,,24,536
2	17	M	456,12,3,2048
2	17	M	36,45,12,505
14	17	M	,1,23456,657
12	17	M	1356,2,4,416
2	17	M	6,345,12,616
1	13	M	23456,1,,3451
15	17	M	123456,,,572
12	17	M	356,12,4,961
2	17	M	6,1345,2,527
12	17	M	56,12,34,655
2	17	M	26,1345,,1175
12	17	M	156,2,34,1191
2	17	M	26,345,1,811
12	17	M	156,2,34,400
2	17	M	6,2345,1,552
2	17	M	6,12345,,705
12	17	M	156,,234,488
12	17	M	56,,1234,544
2	17	M	6,12345,,895
12	17	M	56,,1234,368
1	13	M	3456,1,2,3745
12	17	M	6,5,1234,528
2	17	M	,12345,6,1191
1	13	M	3456,1,2,443
2	17	M	1,2345,6,424
1	13	M	3456,1,2,397
12	17	M	6,15,234,1295
2	17	M	1,345,26,415
12	17	M	26,15,34,680
1	13	M	3456,1,2,1280
2	17	M	,345,126,527
2	17	M	,345,126,95
2	17	M	3,45,126,591
12	17	M	126,5,34,488
12	17	M	126,35,4,400
2	17	M	13,45,26,695
2	17	M	1456,2,3,1818
1	13	M	13456,,2,1387
2	17	M	13,245,6,551
2	17	M	3,245,16,680
2	17	M	1456,,23,1796
2	17	M	23,45,16,433
1	13	M	13456,,2,1203
1	12	M	123456,,,163
2	17	M	23,45,16,480
2	17	M	123,45,6,752
12	17	M	26,35,14,5320
2	17	M	456,,123,2067
1	13	M	13456,,2,1590
1	12	M	23456,1,,1887
2	17	M	123,5,46,584
12	17	M	6,235,14,496
1	12	M	23456,1,,3626
12	17	M	6,1235,4,840
2	17	M	23,15,46,514
2	17	M	56,4,123,1546
2	17	M	3,15,246,601
1	13	M	3456,,12,2827
1	12	M	23456,1,,1481
2	17	M	13,5,246,545
2	17	M	13,25,46,521
